85,2,81,2020-10-23,Severe
86,1,82,2020-06-21,Light
87,1,83,2020-04-20,Light
88,3,84,2020-02-19,Severe
89,1,85,2020-02-25,Light
90,4,86,2020-12-17,Light
91,1,87,2020-06-12,Light
92,4,88,2020-01-20,Light
93,2,89,2020-07-10,Severe
94,2,90,2020-03-26,Severe
95,1,91,2020-05-24,Light
96,1,92,2020-05-24,Light
97,1,93,2020-09-21,Light
98,1,28,2020-01-14,Moderate
99,1,94,2020-04-28,Light
100,2,95,2020-03-11,Severe
101,2,96,2020-06-05,Moderate
102,2,97,2020-06-24,Severe
103,1,98,2020-10-16,Heavy
104,2,99,2020-11-28,Severe
105,2,42,2020-10-28,Severe
106,2,78,2020-05-24,Severe
108,1,100,2020-09-01,Light
109,2,101,2020-05-30,Severe
110,1,102,2020-10-25,Light
111,2,103,2020-09-01,Severe
112,1,104,2020-11-26,Light
113,1,52,2020-10-23,Moderate
114,1,105,2020-11-25,Light
115,1,106,2020-10-05,Light
116,1,107,2020-04-24,Light
117,1,108,2020-02-12,Light
118,1,109,2020-12-31,Light
119,2,110,2020-01-12,Moderate
120,3,111,2020-04-09,Severe
121,1,37,2020-03-14,Light
122,1,59,2020-12-29,Light
123,1,112,2020-06-25,Light
124,1,113,2020-10-01,Light
125,2,114,2020-07-28,Moderate
126,1,115,2020-02-24,Light
127,3,116,2020-09-03,Severe
128,1,117,2020-10-14,Light
129,1,118,2020-09-27,Light
130,2,66,2020-03-17,Severe
131,1,119,2020-09-24,Moderate
132,1,120,2020-08-08,Light
133,1,121,2020-03-13,Light
134,4,120,2020-02-27,Moderate
135,2,122,2020-09-01,Severe
136,1,123,2020-03-24,Light
137,1,124,2020-01-03,Light
138,2,125,2020-05-16,Severe
139,2,126,2020-09-08,Moderate
140,1,127,2020-05-08,Light
141,1,128,2020-10-26,Light
142,1,129,2020-03-13,Light
143,2,130,2020-02-11,Severe
144,4,131,2020-05-09,Light
145,2,132,2020-06-22,Severe
146,1,133,2020-05-12,Light
147,1,134,2020-02-26,Light
148,1,135,2020-03-19,Light
149,1,136,2020-05-03,Light
150,1,25,2020-09-24,Light
151,1,137,2020-12-04,Light
152,2,138,2020-07-04,Moderate
153,2,139,2020-05-15,Severe
154,2,140,2020-01-03,Severe
155,4,141,2020-12-16,Heavy
156,1,36,2020-09-30,Light
157,1,143,2020-02-12,Light
158,4,92,2020-01-20,Light
159,2,144,2020-04-08,Severe
160,1,145,2020-04-17,Light
161,1,146,2020-10-10,Light
162,1,147,2020-07-03,Moderate
163,4,148,2020-01-27,Light
164,1,149,2020-12-14,Light
165,1,150,2020-10-14,Light
166,5,151,2020-12-23,Severe
167,2,152,2020-03-11,Severe
168,2,13,2020-06-04,Moderate
169,2,153,2020-09-19,Moderate
170,4,154,2020-12-11,Light
171,4,155,2020-11-22,Light
172,1,156,2020-07-24,Light
173,2,157,2020-05-14,Severe
174,4,158,2020-02-25,Light
175,1,159,2020-10-11,Light
176,3,160,2020-03-08,Severe
177,1,161,2020-09-09,Moderate
178,3,162,2020-11-07,Severe
179,1,163,2020-10-13,Light
180,1,164,2020-02-13,Light
181,1,165,2020-02-06,Light
182,4,166,2020-01-07,Light
183,1,167,2020-06-10,Light
184,4,168,2020-03-16,Light
185,1,169,2020-09-09,Moderate
186,2,170,2020-11-27,Severe
187,1,171,2020-06-05,Light
188,2,172,2020-08-06,Severe
189,4,173,2020-03-14,Light
190,1,174,2020-01-03,Light
191,1,175,2020-05-11,Light
192,1,176,2020-03-03,Light
193,2,177,2020-10-24,Severe
194,1,178,2020-02-07,Moderate
195,4,179,2020-02-27,Light
196,1,180,2020-01-13,Light
197,1,181,2020-04-04,Light
198,1,182,2020-05-22,Light
199,1,183,2020-10-29,Light
200,1,184,2020-05-16,Moderate
201,1,185,2020-11-12,Light
202,4,186,2020-12-30,Light
203,3,187,2020-05-23,Severe
204,4,8,2020-03-03,Light
205,2,188,2020-09-12,Severe
206,1,189,2020-06-21,Light
207,1,190,2020-02-25,Light
208,1,191,2020-05-28,Light
209,1,192,2020-12-22,Light
210,1,193,2020-07-15,Light
211,1,194,2020-05-02,Moderate
212,1,195,2020-10-13,Light
213,1,196,2020-04-27,Light
214,1,197,2020-08-18,Light
215,1,198,2020-04-26,Light
216,1,199,2020-09-09,Light
217,1,200,2020-04-14,Light
218,1,201,2020-04-02,Light
219,2,59,2020-11-03,Moderate
220,1,202,2020-04-10,Light
221,2,4,2020-04-23,Moderate
222,1,203,2020-04-28,Moderate
223,1,204,2020-06-07,Light
224,4,205,2020-03-14,Light
225,1,206,2020-11-23,Light
226,1,207,2020-07-07,Light
227,2,208,2020-07-07,Severe
228,1,209,2020-04-20,Moderate
229,1,210,2020-07-30,Light
230,2,211,2020-07-17,Severe
231,1,92,2020-03-19,Light
232,2,212,2020-10-12,Severe
233,1,213,2020-02-13,Light
234,1,214,2020-01-18,Light
235,4,179,2020-12-23,Light
236,1,176,2020-06-24,Light
237,2,215,2020-09-19,Moderate
238,1,216,2020-05-26,Light
239,2,217,2020-09-24,Severe
240,5,218,2020-04-24,Severe
241,2,219,2020-08-30,Severe
242,2,154,2020-06-08,Moderate
243,1,220,2020-03-28,Light
244,4,152,2020-12-31,Light
245,1,221,2020-06-09,Light
246,2,222,2020-12-23,Severe
247,2,159,2020-06-08,Severe
248,1,223,2020-02-25,Light
249,1,224,2020-04-06,Light
250,1,225,2020-06-19,Light
251,1,226,2020-06-05,Light
252,2,227,2020-12-13,Moderate
253,1,228,2020-05-17,Moderate
254,2,229,2020-10-29,Severe
255,1,230,2020-12-13,Light
256,1,231,2020-11-12,Light
257,1,232,2020-03-03,Light
258,1,233,2020-04-07,Light
259,4,234,2020-02-10,Light
260,1,235,2020-10-26,Light
261,1,177,2020-04-30,Heavy
262,1,23,2020-10-29,Light
263,1,237,2020-06-29,Heavy
264,1,22,2020-08-31,Light
265,4,89,2020-10-25,Light
266,6,238,2020-05-16,UNK
267,2,18,2020-12-13,Severe
268,1,239,2020-02-06,Light
269,1,182,2020-03-25,Moderate
270,1,240,2020-09-02,Light
271,1,241,2020-04-28,Light
272,1,242,2020-07-04,Light
273,1,243,2020-08-14,Light
274,4,244,2020-02-05,Heavy
275,2,245,2020-07-07,Severe
276,2,246,2020-06-16,Severe
277,1,175,2020-01-14,Light
278,1,225,2020-03-20,Light
279,1,248,2020-10-23,Moderate
280,1,249,2020-07-24,Light
281,1,250,2020-10-28,Moderate
282,4,251,2020-12-17,Light
283,2,252,2020-07-03,Severe
284,1,250,2020-02-19,Light
285,4,253,2020-12-28,Light
286,2,38,2020-02-20,Moderate
287,4,255,2020-01-22,Light
288,1,256,2020-09-04,Moderate
289,1,257,2020-04-13,Light
290,2,258,2020-12-18,Moderate
291,1,259,2020-02-11,Light
292,2,260,2020-01-26,Severe
293,1,261,2020-01-17,Light
294,2,82,2020-01-14,Severe
295,2,262,2020-01-31,Moderate
296,4,263,2020-03-19,Light
297,1,264,2020-08-16,Light
298,2,265,2020-02-24,Severe
299,1,266,2020-05-05,Heavy
300,2,267,2020-10-16,Severe
301,1,48,2020-10-20,Moderate
302,1,268,2020-02-04,Light
303,1,269,2020-05-22,Light
304,1,270,2020-05-28,Light
305,4,271,2020-03-23,Light
306,1,272,2020-03-19,Light
307,2,273,2020-11-23,Severe
308,4,274,2020-03-25,Light
309,2,275,2020-10-13,Severe
310,1,276,2020-12-19,Light
311,4,277,2020-12-27,Light
312,1,278,2020-05-08,Light
313,1,279,2020-03-04,Light
314,1,280,2020-09-01,Light
315,1,281,2020-03-07,Light
316,2,171,2020-10-13,Severe
317,2,104,2020-01-14,Severe
318,1,283,2020-01-11,Light
319,2,284,2020-08-24,Severe
320,1,285,2020-02-19,Light
321,1,286,2020-08-30,Moderate
322,1,287,2020-08-26,Light
323,2,288,2020-07-18,Severe
324,2,289,2020-12-04,Severe
325,2,290,2020-07-17,Moderate
326,2,291,2020-08-10,Severe
327,1,292,2020-07-16,Moderate
328,1,85,2020-09-06,Light
329,1,293,2020-09-11,Light
330,1,294,2020-03-29,Light
331,2,295,2020-01-16,Severe
332,1,296,2020-02-19,Light
333,1,209,2020-03-30,Light
334,1,297,2020-09-11,Heavy
335,1,298,2020-05-17,Light
336,1,235,2020-03-28,Light
337,1,224,2020-08-03,Light
338,2,301,2020-10-22,Severe
339,1,302,2020-02-07,Light
340,2,303,2020-03-28,Severe
341,1,304,2020-10-23,Light
342,1,27,2020-06-15,Light
343,2,305,2020-12-31,Severe
344,1,306,2020-07-01,Light
345,2,14,2020-12-03,Moderate
346,1,308,2020-12-24,Light
347,1,309,2020-09-13,Light
348,1,310,2020-12-20,Light
349,1,311,2020-09-09,Light
350,1,312,2020-04-17,Light
351,1,313,2020-05-30,Light
352,1,314,2020-12-21,Light
353,1,315,2020-08-14,Light
354,1,316,2020-01-23,Light
355,1,317,2020-05-08,Light
356,1,318,2020-10-01,Light
357,1,319,2020-02-19,Light
358,4,320,2020-12-29,Light
359,4,135,2020-11-17,Light
360,1,117,2020-04-13,Light
361,1,321,2020-04-07,Light
362,1,37,2020-02-12,Light
363,2,323,2020-06-27,Severe
364,4,67,2020-01-28,Light
365,1,325,2020-10-21,Light
366,1,326,2020-03-03,Moderate
367,2,327,2020-02-05,Moderate
368,1,328,2020-11-24,Light
369,4,329,2020-12-17,Moderate
370,4,330,2020-12-16,Light
371,1,331,2020-04-19,Light
372,2,332,2020-09-24,Moderate
373,2,333,2020-01-20,Severe
374,4,155,2020-01-03,Light
375,1,334,2020-05-18,Light
376,1,335,2020-12-30,Light
377,2,336,2020-08-29,Moderate
378,3,337,2020-02-05,Severe
379,2,77,2020-11-04,Moderate
380,2,338,2020-10-25,Severe
381,2,332,2020-08-02,Severe
382,1,32,2020-12-24,Moderate
383,1,216,2020-07-06,Light
384,2,341,2020-01-28,Severe
385,1,342,2020-11-11,Light
386,1,343,2020-09-27,Light
387,2,38,2020-08-17,Moderate
388,1,344,2020-02-11,Light
389,1,345,2020-05-30,Light
390,2,76,2020-10-30,Moderate
391,2,346,2020-08-23,Moderate
392,2,347,2020-12-06,Severe
393,2,348,2020-12-01,Severe
394,1,349,2020-11-26,Light
395,1,350,2020-08-31,Light
396,2,351,2020-01-12,Severe
397,2,352,2020-04-19,Severe
398,1,353,2020-06-25,Light
399,1,354,2020-06-07,Moderate
400,1,355,2020-09-10,Light
401,1,356,2020-04-01,Light
402,1,316,2020-12-16,Light
403,1,357,2020-05-22,Light
404,1,358,2020-10-10,Moderate
405,3,359,2020-07-15,Severe
406,4,360,2020-04-13,Light
407,1,361,2020-10-11,Moderate
408,2,362,2020-10-19,Severe
409,1,352,2020-11-29,Light
410,1,363,2020-05-05,Light
411,1,364,2020-05-25,Light
412,1,365,2020-02-05,Light
413,1,366,2020-03-08,Light
414,6,367,2020-06-30,UNK
415,2,238,2020-09-05,Severe
416,2,369,2020-08-09,Severe
417,2,370,2020-12-25,Severe
418,4,371,2020-11-24,Moderate
419,2,372,2020-11-01,Moderate
420,1,373,2020-11-24,Light
421,1,374,2020-01-03,Light
422,1,375,2020-03-23,Light
423,2,376,2020-02-05,Severe
424,1,377,2020-01-03,Light
425,1,378,2020-11-25,Light
426,1,257,2020-01-11,Light
427,1,288,2020-11-30,Light
428,4,278,2020-05-12,Heavy
429,1,100,2020-02-18,Light
430,1,379,2020-11-09,Light
431,4,380,2020-10-22,Light
432,1,381,2020-03-17,Light
433,2,382,2020-11-23,Severe
434,2,383,2020-03-24,Severe
435,2,384,2020-02-11,Severe
436,2,385,2020-08-10,Severe
437,1,386,2020-10-27,Light
438,1,59,2020-03-23,Light
439,2,387,2020-01-07,Severe
440,1,178,2020-12-20,Moderate
441,1,175,2020-05-25,Light
442,2,202,2020-09-17,Severe
443,1,388,2020-07-09,Light
444,1,103,2020-03-19,Light
445,4,389,2020-01-03,Light
446,4,390,2020-03-15,Light
447,2,391,2020-11-11,Severe
448,1,392,2020-10-15,Light
449,2,393,2020-10-10,Severe
450,2,394,2020-09-12,Severe
451,2,395,2020-12-17,Severe
452,1,303,2020-07-27,Moderate
453,1,396,2020-11-11,Light
454,1,397,2020-09-15,Moderate
455,2,294,2020-02-06,Severe
456,1,398,2020-10-23,Light
457,2,399,2020-11-30,Moderate
458,2,400,2020-09-23,Moderate
459,2,355,2020-05-24,Severe
460,1,267,2020-03-25,Light
461,1,338,2020-06-11,Moderate
462,2,19,2020-06-11,Severe
463,2,290,2020-08-31,Severe
464,3,402,2020-08-09,Severe
465,2,403,2020-04-03,Severe
466,1,11,2020-08-21,Light
467,1,404,2020-07-12,Light
468,2,405,2020-12-17,Severe
469,1,194,2020-04-23,Light
470,2,406,2020-10-27,Severe
471,1,238,2020-08-30,Light
472,1,177,2020-10-10,Light
473,1,407,2020-07-01,Light
474,4,408,2020-01-22,Light
475,1,409,2020-12-16,Light
476,1,410,2020-10-18,Light
477,1,411,2020-02-10,Light
478,2,412,2020-08-13,Severe
479,1,413,2020-12-13,Light
480,1,414,2020-12-30,Light
481,1,243,2020-12-07,Moderate
482,4,415,2020-01-04,Light
483,4,416,2020-12-29,Light
484,1,417,2020-10-15,Light
485,1,418,2020-09-03,Moderate
486,1,419,2020-05-25,Moderate
487,1,420,2020-07-03,Light
488,2,90,2020-04-06,Severe
489,3,421,2020-05-12,Severe
490,1,301,2020-06-11,Light
491,1,80,2020-12-15,Light
492,1,423,2020-01-03,Moderate
493,1,424,2020-05-04,Light
494,6,235,2020-05-08,UNK
495,1,425,2020-02-06,Light
496,1,426,2020-11-15,Light
497,2,427,2020-12-04,Severe
498,1,428,2020-03-13,Light
499,1,429,2020-07-21,Light
500,2,284,2020-10-18,Severe
501,1,430,2020-04-12,Light
502,1,431,2020-10-19,Light
503,1,229,2020-12-21,Light
504,2,432,2020-11-13,Moderate
505,1,433,2020-03-21,Light
506,1,384,2020-03-19,Moderate
507,1,123,2020-03-14,Light
508,4,68,2020-01-12,Moderate
509,2,434,2020-05-19,Moderate
510,1,435,2020-09-25,Light
511,6,113,2020-07-19,UNK
512,2,436,2020-01-10,Severe
513,2,437,2020-10-02,Moderate
514,2,438,2020-02-17,Severe
515,4,122,2020-12-19,Light
516,2,78,2020-12-12,Severe
517,4,120,2020-03-04,Heavy
518,1,440,2020-06-30,Heavy
519,2,441,2020-09-14,Severe
520,1,442,2020-09-09,Light
521,1,169,2020-10-15,Heavy
522,2,443,2020-01-13,Severe
523,4,444,2020-11-23,Light
524,1,220,2020-05-23,Light
525,1,88,2020-10-23,Moderate
526,2,445,2020-10-02,Severe
527,1,356,2020-06-30,Light
528,2,67,2020-12-26,Moderate
529,2,442,2020-10-11,Severe
530,2,360,2020-04-07,Severe
531,1,447,2020-03-19,Light
532,1,448,2020-03-04,Light
533,3,160,2020-01-29,Severe
534,1,112,2020-02-13,Light
535,1,449,2020-10-30,Light
536,2,450,2020-10-05,Moderate
537,2,256,2020-09-06,Severe
538,1,17,2020-06-21,Light
539,1,452,2020-12-30,Light
540,1,453,2020-05-30,Light
541,1,177,2020-10-20,Moderate
542,2,455,2020-10-27,Severe
543,4,456,2020-01-05,Light
544,1,457,2020-01-08,Light
545,1,83,2020-04-01,Light
546,4,141,2020-01-18,Light
547,2,458,2020-07-16,Severe
548,1,459,2020-07-21,Light
549,1,63,2020-03-29,Light
550,2,461,2020-08-16,Severe
551,2,462,2020-03-15,Severe
552,1,463,2020-03-06,Light
553,1,198,2020-03-25,Light
554,1,464,2020-04-08,Moderate
556,4,465,2020-12-02,Light
557,1,466,2020-02-06,Light
558,1,467,2020-04-26,Moderate
559,1,468,2020-05-25,Light
560,1,469,2020-07-29,Light
561,1,470,2020-12-30,Light
562,1,471,2020-10-14,Light
563,1,235,2020-04-22,Light
564,2,472,2020-10-14,Severe
565,1,473,2020-03-23,Light
566,4,437,2020-12-17,Heavy
567,1,475,2020-04-29,Light
568,1,370,2020-12-15,Light
569,4,78,2020-12-15,Light
570,1,477,2020-04-18,Light
571,1,478,2020-08-07,Light
572,4,72,2020-04-14,Light
573,4,479,2020-04-14,Light
574,1,191,2020-06-09,Light
575,3,480,2020-09-21,Severe
576,1,481,2020-10-06,Light
577,4,482,2020-01-16,Light
578,1,483,2020-11-07,Light
579,1,484,2020-06-15,Light
580,3,3,2020-10-27,Severe
581,6,485,2020-09-02,UNK
582,2,240,2020-03-24,Severe
583,1,486,2020-03-30,Moderate
584,4,304,2020-04-04,Light
585,1,141,2020-05-01,Light
586,2,221,2020-09-02,Severe
587,4,25,2020-10-13,Moderate
588,1,179,2020-11-24,Light
589,4,45,2020-01-08,Light
590,1,488,2020-05-26,Light
591,2,489,2020-09-11,Severe
592,4,8,2020-12-21,Light
593,1,140,2020-01-11,Light
594,4,14,2020-04-02,Light
595,1,490,2020-01-22,Light
596,4,491,2020-04-13,Light
597,2,492,2020-09-17,Moderate
598,1,493,2020-06-26,Light
599,2,494,2020-02-10,Severe
600,2,135,2020-09-26,Severe
601,1,496,2020-06-30,Light
602,4,497,2020-12-23,Light
603,1,498,2020-04-03,Light
604,2,499,2020-12-03,Severe
605,5,500,2020-06-14,Severe
606,1,501,2020-11-25,Light
607,1,502,2020-08-03,Light
608,2,503,2020-02-25,Severe
609,1,504,2020-03-14,Moderate
610,1,505,2020-05-28,Light
611,2,59,2020-10-07,Moderate
612,1,506,2020-06-21,Light
613,1,507,2020-03-05,Light
614,2,325,2020-04-17,Severe
615,1,508,2020-04-08,Light
616,4,471,2020-03-19,Light
617,1,510,2020-05-28,Light
618,3,360,2020-10-15,Severe
619,4,511,2020-04-03,Light
620,6,403,2020-12-13,UNK
621,2,105,2020-01-28,Severe
622,1,512,2020-07-06,Light
623,1,513,2020-05-18,Light
624,2,514,2020-11-16,Severe
625,1,515,2020-10-20,Light
626,2,516,2020-09-30,Severe
627,1,101,2020-08-31,Light
628,1,62,2020-04-29,Light
629,2,517,2020-05-06,Severe
630,1,518,2020-11-12,Light
631,1,519,2020-03-24,Heavy
632,2,520,2020-12-01,Severe
633,4,513,2020-01-19,Light
634,1,522,2020-04-22,Light
635,4,523,2020-01-20,Light
636,1,468,2020-09-02,Light
637,2,524,2020-06-12,Severe
638,1,525,2020-08-03,Light
639,2,418,2020-07-05,Severe
640,1,526,2020-12-31,Light
641,1,527,2020-06-02,Light
642,2,18,2020-10-09,Severe
643,1,466,2020-10-02,Light
644,4,528,2020-03-13,Light
645,1,529,2020-03-19,Light
646,4,530,2020-01-20,Light
647,1,531,2020-09-28,Light
648,3,532,2020-01-27,Severe
649,1,517,2020-10-02,Light
650,2,533,2020-12-29,Severe
651,2,534,2020-11-13,Severe
652,1,535,2020-09-01,Light
653,2,320,2020-12-11,Severe
654,4,536,2020-12-13,Light
655,4,119,2020-02-15,Light
656,1,394,2020-01-28,Light
657,2,537,2020-04-21,Severe
658,2,267,2020-10-14,Severe
659,2,208,2020-10-25,Moderate
660,2,538,2020-09-18,Severe
661,1,539,2020-03-20,Light
662,1,540,2020-02-25,Light
663,2,445,2020-11-23,Severe
664,2,516,2020-03-14,Severe
665,4,390,2020-12-29,Light
666,1,542,2020-02-06,Moderate
667,1,543,2020-09-27,Light
668,2,370,2020-02-26,Severe
669,1,507,2020-06-20,Light
670,6,544,2020-06-24,UNK
671,1,545,2020-09-23,Light
672,1,424,2020-09-08,Light
673,1,445,2020-12-31,Moderate
674,1,546,2020-06-25,Light
675,1,547,2020-04-10,Light
676,4,519,2020-12-15,Light
677,1,548,2020-04-20,Light
678,2,549,2020-08-31,Moderate
679,1,355,2020-09-29,Moderate
680,1,166,2020-03-16,Light
681,1,93,2020-05-12,Light
682,2,27,2020-12-07,Severe
683,4,550,2020-01-20,Light
684,2,551,2020-04-14,Severe
685,2,390,2020-08-05,Severe
686,2,552,2020-08-25,Moderate
687,1,553,2020-06-10,Light
688,4,485,2020-02-26,Light
689,2,554,2020-05-22,Severe
690,6,555,2020-10-28,UNK
691,2,32,2020-07-17,Severe
692,1,556,2020-10-04,Light
693,1,442,2020-07-07,Light
694,2,557,2020-10-13,Severe
695,1,558,2020-03-25,Light
696,1,559,2020-11-26,Light
697,1,180,2020-06-17,Light
698,2,288,2020-10-16,Severe
699,2,362,2020-03-30,Severe
700,1,560,2020-05-04,Light
701,1,404,2020-08-31,Light
702,4,362,2020-04-02,Light
703,1,561,2020-06-30,Light
704,1,562,2020-05-26,Moderate
705,2,563,2020-05-16,Severe
706,1,564,2020-09-08,Light
707,1,356,2020-06-16,Light
708,2,513,2020-05-10,Severe
709,4,566,2020-03-19,Heavy
710,1,567,2020-03-14,Light
711,1,568,2020-02-11,Light
712,1,232,2020-05-26,Light
713,2,569,2020-01-23,Severe
714,2,400,2020-09-24,Moderate
715,1,570,2020-09-20,Light
716,4,245,2020-01-17,Light
717,2,571,2020-11-22,Severe
718,2,572,2020-02-25,Moderate
719,1,573,2020-01-24,Light
720,1,285,2020-11-28,Light
721,2,574,2020-12-17,Severe
722,4,271,2020-12-19,Light
723,1,216,2020-03-05,Light
724,1,575,2020-05-12,Light
725,1,576,2020-11-11,Light
726,6,577,2020-08-29,UNK
727,2,496,2020-10-21,Severe
728,1,579,2020-02-11,Light
729,2,580,2020-06-25,Severe
730,4,524,2020-01-09,Light
731,1,581,2020-03-11,Light
732,1,582,2020-04-08,Light
733,1,330,2020-09-25,Light
734,1,583,2020-07-27,Light
735,2,584,2020-05-20,Severe
736,4,585,2020-10-21,Light
737,4,586,2020-03-20,Light
738,2,361,2020-11-26,Severe
739,1,524,2020-08-31,Light
740,1,408,2020-06-10,Moderate
741,4,587,2020-04-18,Heavy
742,1,36,2020-01-04,Light
743,2,343,2020-04-12,Severe
744,1,588,2020-01-03,Moderate
745,1,109,2020-03-18,Light
746,4,589,2020-02-15,Light
747,1,457,2020-01-04,Moderate
748,1,207,2020-03-04,Heavy
749,1,267,2020-09-25,Moderate
750,1,496,2020-09-26,Moderate
751,1,591,2020-02-04,Light
752,4,592,2020-01-01,Light
753,1,593,2020-02-04,Light
754,1,594,2020-09-28,Light
755,1,452,2020-05-03,Light
756,2,596,2020-02-02,Severe
757,1,190,2020-04-30,Moderate
758,4,25,2020-04-04,Moderate
759,1,597,2020-02-19,Light
760,1,598,2020-08-03,Heavy
761,4,599,2020-12-18,Light
762,1,345,2020-10-03,Light
763,1,224,2020-03-30,Light
764,1,175,2020-02-06,Light
765,2,267,2020-07-09,Severe
766,1,601,2020-03-14,Light
767,1,535,2020-05-08,Light
768,1,602,2020-01-17,Light
769,2,603,2020-03-11,Severe
770,1,15,2020-11-07,Light
771,2,437,2020-03-19,Severe
772,1,604,2020-04-30,Light
773,2,605,2020-08-12,Severe
774,1,28,2020-06-08,Light
775,1,606,2020-03-11,Light
776,1,607,2020-11-15,Light
777,2,608,2020-11-14,Severe
778,1,229,2020-01-01,Light
779,1,609,2020-09-25,Light
780,1,610,2020-09-26,Light
781,1,8,2020-09-27,Light
782,1,314,2020-06-04,Light
783,4,612,2020-12-12,Light
784,1,81,2020-06-10,Light
785,1,452,2020-03-09,Light
786,1,613,2020-03-31,Moderate
787,1,277,2020-06-27,Light
788,4,614,2020-11-09,Light
789,4,615,2020-01-09,Light
790,1,191,2020-04-25,Light
791,1,423,2020-01-27,Light
792,4,616,2020-12-11,Light
793,6,184,2020-03-19,UNK
794,2,82,2020-02-18,Severe
795,3,48,2020-10-11,Severe
796,1,618,2020-03-25,Light
797,4,157,2020-02-13,Light
798,1,619,2020-04-25,Light
799,1,620,2020-03-01,Light
800,1,621,2020-07-28,Light
801,3,622,2020-06-01,Severe
802,1,623,2020-02-04,Light
803,4,51,2020-01-08,Light
804,1,472,2020-09-12,Light
805,1,625,2020-04-03,Light
806,1,605,2020-06-27,Light
807,2,626,2020-06-22,Severe
808,1,627,2020-01-05,Light
809,1,373,2020-04-29,Moderate
810,4,459,2020-11-10,Light
811,1,36,2020-10-16,Light
812,1,628,2020-12-04,Light
813,1,535,2020-10-26,Light
814,1,629,2020-05-25,Light
815,4,46,2020-11-17,Light
816,2,630,2020-09-15,Severe
817,1,631,2020-04-12,Light
818,2,632,2020-03-12,Moderate
819,4,633,2020-04-13,Light
820,1,634,2020-05-14,Light
821,1,635,2020-04-22,Light
822,1,461,2020-08-25,Light
823,6,233,2020-06-29,UNK
824,1,169,2020-10-02,Moderate
825,2,636,2020-03-07,Severe
826,2,114,2020-07-12,Moderate
827,1,637,2020-04-27,Light
828,1,638,2020-02-06,Light
829,1,139,2020-09-11,Light
830,1,232,2020-12-03,Light
831,4,552,2020-04-14,Light
832,2,640,2020-03-13,Moderate
833,2,641,2020-03-09,Severe
834,1,642,2020-03-10,Light
835,1,93,2020-04-10,Light
836,3,643,2020-04-28,Severe
837,1,90,2020-07-31,Moderate
838,2,224,2020-10-26,Severe
839,1,449,2020-12-21,Light
840,4,437,2020-12-05,Light
841,2,475,2020-01-28,Severe
843,2,562,2020-11-25,Severe
844,3,646,2020-08-25,Severe
845,1,187,2020-08-14,Light
846,1,286,2020-09-25,Light
847,2,647,2020-07-05,Moderate
