LocationId,City,State
322,Port Angeles,WA
323,Sanford,NC
324,Jefferson,OH
325,Winona,MN
326,Crosby,ND
327,Gonzales,LA
328,Denison,TX
329,Bowling Green,KY
330,Poughkeepsie,NY
331,Warrenton,OR
332,Wellsville,NY
333,Three Creeks,MO
334,Mora,MN
335,Salem,IL
336,Mount Pleasant,TN
337,Winchester,VA
338,Huntsville,AL
339,Fort Stewart,GA
340,Hot Springs National Park,AR
341,Medford,OR
342,Mount Shasta,CA
343,Dublin,GA
344,Gila Bend,AZ
345,Meacham,OR
346,Lewis Run,PA
347,Concordia,KS
348,Rapid City,SD
349,Tifton,GA
350,Roebuck,SC
351,Fortuna,CA
352,Crystal River,FL
353,Chandler,AZ
354,Antigo,WI
355,Belmont,MS
356,Jacksonville,AR
357,Sandpoint,ID
358,Jaffrey,NH
359,Elkwood,VA
360,Vienna,OH
361,Baton Rouge,LA
362,Eglin AFB,FL
363,Wheeling,IL
364,Smyrna,TN
365,Waterville,ME
366,Rush City,MN
367,Mankato,MN
368,Clarksville,TN
369,Wautoma,WI
370,Moody Afb,GA
371,Jonestown,PA
372,Newberry,MI
373,Macomb,IL
374,Berlin,MD
375,Manassas,VA
376,Buckeye,AZ
377,Baraboo,WI
378,Baxter,KY
379,Worthington,MN
380,Andalusia,AL
381,Conroe,TX
382,Merced,CA
383,Alexander City,AL
384,Hamilton,MT
385,Lafayette,LA
386,Martinsburg,WV
387,Pinedale,WY
388,Greenville,SC
389,Arlington,TX
390,Phillips,WI
391,Hillsdale,MI
392,Chester,SC
393,Springfield,OH
394,Douglas,GA
395,Montoursville,PA
396,Johnstown,PA
397,Quakertown,PA
398,Panama City,FL
399,Fe Warren AFB,WY
400,Monett,MO
401,Bangor,ME
402,Killeen,TX
403,Oakdale,LA
404,Naples,FL
405,Minot AFB,ND
406,Russellville,AR
407,Eau Claire,WI
408,Salisbury,MD
409,Flippin,AR
410,Troutdale,OR
411,Butler,GA
412,Creston,IA
413,Hayes,IA
414,Peachtree City,GA
415,Fort Knox,KY
416,Windsor Locks,CT
417,Fosston,MN
418,Gallup,NM
419,Franklin,NC
420,John Day,OR
421,Plymouth,NH
422,Fort Pierce,FL
423,Owosso,MI
424,Pocono Summit,PA
425,Burke,TX
426,Florien,LA
427,Washington,IN
428,Provincetown,MA
429,Webster City,IA
430,Iron Station,NC
431,Alabaster,AL
432,Camarillo,CA
433,Bloomfield,IA
434,Graham,TX
435,Corona,NM
436,Saint Johns,AZ
437,Belleville,MI
438,Peru,IL
439,Glenwood Springs,CO
440,Elyria,OH
441,Fairfield,IA
442,Murphysboro,IL
443,Thomasville,GA
444,Huntingburg,IN
445,Athens,GA
446,Selinsgrove,PA
447,Greenwood,MS
448,New Richmond,WI
449,Spring,TX
450,Louisa,VA
451,Kill Devil Hills,NC
452,Oxford,GA
453,Rocksprings,TX
454,Rusk,TX
455,Smithfield,NC
456,Fort Belvoir,VA
457,Winfield,KS
458,Logan,UT
459,Salisbury,NC
460,Jasper,TX
461,Litchfield,IL
462,Berryton,KS
463,Miles City,MT
464,Port Orchard,WA
465,Victoria,TX
466,Middlesboro,KY
467,Greensboro,NC
468,Lake Charles,LA
469,Drummond,MT
470,Moncks Corner,SC
471,Watonga,OK
472,Marianna,FL
473,Ionia,MI
474,Suitland,MD
475,New Castle,DE
476,North Adams,MA
477,Redmond,OR
478,New Bern,NC
479,Davenport,IA
480,Shreveport,LA
481,Paris,TX
482,Cartersville,GA
483,Park Rapids,MN
484,Stratford,CT
485,New York,NY
486,Wilmington,NC
487,Lawton,OK
488,Fayetteville,NC
489,Boonville,MO
490,Milwaukee,WI
491,Olivia,MN
492,North Clarendon,VT
493,Portales,NM
494,Coleville,CA
495,Vancouver,WA
496,Columbus,OH
497,Oxford,CT
498,Farmingdale,NY
499,South Lake Tahoe,CA
500,Twin Falls,ID
501,Catasauqua,PA
502,Valdosta,GA
503,Lumberton,NJ
504,Stockton,CA
505,Camden,SC
506,Concord,MA
507,Ocala,FL
508,Oakes,ND
509,Camp Pendleton,CA
510,Orange,TX
511,Middletown,RI
512,Virginia Beach,VA
513,Tacoma,WA
514,Franklin,PA
515,Morgantown,WV
516,Manhattan,KS
517,Monroe,MI
518,Ogallala,NE
519,Shelbyville,IN
520,Forest City,IA
521,Charlevoix,MI
522,San Jose,CA
523,Wausau,WI
524,Natchez,MS
525,Breckenridge,CO
526,Bagley,MI
527,Cheboygan,MI
528,Chetek,WI
529,Timberlake,NC
530,East Quogue,NY
531,Columbus city,NE
532,Rensselaer,IN
533,Lexington,NC
534,Sallisaw,OK
535,Barnwell,SC
536,Cedar City,UT
537,Palestine,IL
538,Wallingford,CT
539,Lamar,CO
540,Ely,MN
541,Lakeview,OR
542,Oxnard,CA
543,Whiteville,NC
544,Holland,MI
545,Two Dot,MT
546,Kennesaw,GA
547,Bellingham,WA
548,Mukilteo,WA
549,Mineral Wells,TX
550,Chicopee,MA
551,Athens,TX
552,Mc Cook,NE
553,Elizabethtown,NC
554,Palmdale,CA
555,South Bend,IN
556,Manistique,MI
557,Clintonville,WI
558,Mullins,SC
559,Biloxi,MS
560,Seneca,SC
561,Fargo,ND
562,New Windsor,NY
563,Beaumont,TX
564,Martinsburg,PA
565,Mansfield,OH
566,Portland,OR
567,Bismarck,IL
568,Sioux City,IA
569,Farmville,VA
570,Alta,CA
571,Midland,VA
572,Wayne,NE
573,Fort Benning,GA
574,Elbow Lake,MN
575,Baker,MT
576,Linden,NJ
577,Defuniak Springs,FL
578,Newark,NJ
579,Ontario,OR
580,Bay City,WI
581,Florence,SC
582,Lewisburg,WV
583,Vineyard Haven,MA
584,Moultrie,GA
585,Deer Park,WA
586,Foss,OK
587,Cincinnati,OH
588,Melfa,VA
589,Siren,WI
590,Bay City,TX
591,Gulf Shores,AL
592,West Lebanon,NH
593,Carrsville,VA
594,Baudette,MN
595,Butte,MT
596,Melbourne,FL
597,Norwood,MA
598,Ankeny,IA
599,Western,VA
600,Salt Lake City,UT
601,Moselle,MS
602,Saranac Lake,NY
603,Hampton,VA
604,Hayward,CA
605,Dodge City,KS
606,Mattoon,IL
607,Michigan City,IN
608,Lancaster,SC
609,Fort Madison,IA
610,Mount Pleasant,MI
611,Jesup,GA
612,Portage des Sioux,MO
613,Napa,CA
614,Webb City,MO
615,Middlebury,VT
616,Portland,ME
617,Presque Isle,ME
618,Lincoln,IL
619,Fairfield,NJ
620,Cascade Locks,OR
621,Hamilton,TX
622,Warwick,RI
623,Hazen,ND
624,Porterville,CA
625,Chesapeake,VA
626,New Castle,PA
627,Washington,NC
628,Meridianville,AL
629,Dyersburg,TN
630,Eastsound,WA
631,Flint charter township,MI
632,Northwest Travis,TX
633,Buffalo,WY
634,Havre,MT
635,Vero Beach,FL
636,Latham,NY
637,Rochester,MN
638,Alva,OK
639,Thomson,GA
640,Casper,WY
641,Troy,AL
642,Blanca,CO
643,Ardmore,OK
644,Clarion,IA
645,Huntsville,TX
646,Kingsford,MI
647,Joliet,IL
648,Aberdeen,SD
649,Spring Grove,PA
650,Heath,OH
651,Cambridge,MN
652,Blakely,GA
653,Glasgow,KY
654,Port Aransas,TX
655,Block Island,RI
656,Big Bear City,CA
657,Hope Hull,AL
658,Gentry,AR
659,Cooperstown,ND
660,Elberton,GA
661,Hill City,KS
662,Tallulah,LA
663,Ignacio,CO
664,Jonesboro,AR
665,Concord,NH
666,London,KY
667,Black River Falls,WI
668,Trenton,ME
669,Tullahoma,TN
670,Hollister,CA
671,Beach,ND
672,Holyoke,CO
673,Green,OH
674,Westfield,MA
675,Effingham,IL
676,Grand Island,NE
677,New Philadelphia,OH
678,Gilford,NH
679,Hinckley,MN
680,Jacksonville,IL
681,Natchitoches,LA
682,Charlotte,MI
683,Kenosha,WI
684,Midland,TX
685,Mullan,ID
686,Murray,NE
687,Sauk Centre,MN
688,Scott City,MO
689,Bolton,MS
690,Deland,FL
691,Oneill,NE
692,Mount Vernon,IL
693,Naval Air Station JRB,TX
694,Cedar,IA
695,Rawlins,WY
696,Burlington,KS
697,Missoula,MT
698,Big Rapids,MI
699,Lima,OH
700,Georgetown,SC
701,Apalachicola,FL
702,Bloomington,IL
703,Los Alamos,NM
704,Belgrade,MT
705,Crestview,FL
706,Lockport,IL
707,Lakehurst,NJ
708,Wheatland,WY
709,Aiken,SC
710,Beaver Island,MI
711,Cameron,TX
712,Wahoo,NE
713,Gatesville,TX
714,Price,UT
715,Gaithersburg,MD
716,Opelika,AL
717,Alamogordo,NM
718,Shirley,NY
719,East Saint Louis,IL
720,Quincy,FL
721,Miramar-Pembroke Pines,FL
722,Jefferson,NC
723,Queensbury,NY
724,Tehachapi,CA
725,Dequincy,LA
726,Cleveland,MS
727,Ely,NV
728,Vidalia,GA
729,Delaware,OH
730,Houlton,ME
731,Marshfield,WI
732,Cody,WY
733,Mount Pleasant,SC
734,West Mifflin,PA
735,Homestead,FL
736,Eastman,GA
737,Shaw AFB,SC
738,Georgetown,TX
739,Greenville,MS
740,Huron,SD
741,San Bernardino,CA
742,Oceanside,CA
743,Houston,TX
744,Cumberland,WI
745,Detroit,MI
746,Ottawa Lake,MI
747,Santa Ynez,CA
748,Roseburg,OR
749,Hillsville,VA
750,Kenner,LA
751,Newcastle,WY
752,Shawnee,OK
753,Ithaca,NY
754,West Bend,WI
755,Beaumont,CA
756,Mckinney,TX
757,Everett,GA
758,Newton,IA
759,Hondo,TX
760,La Grange,TX
761,Ashland,WI
762,Janesville,WI
763,Liberal,KS
764,Richmond,VA
765,Roanoke,VA
766,Hereford East,TX
767,Bridgeport,TX
768,Raton,NM
769,Le Mars,IA
770,Pearland,TX
771,Slayton,MN
772,Greenville,AL
773,Kinross,MI
774,Schenectady,NY
775,Lawrence,KS
776,San Diego,CA
777,West Chicago,IL
778,Venice,FL
779,Manor,TX
780,Wescott,WI
781,Indianapolis,IN
782,Bonifay,FL
783,Newton,NJ
784,Wisconsin Rapids,WI
785,Grand Canyon,AZ
786,Demopolis,AL
787,Chadron,NE
788,Titusville,FL
789,Poplar Bluff,MO
790,Coeur d'Alene,ID
791,Iowa City,IA
792,Tanner,AL
793,Lady Lake,FL
794,Greybull,WY
795,Stigler,OK
796,Niagara Falls,NY
797,Pensacola,FL
798,Milford,UT
799,Augusta,ME
800,Erwin,NC
801,Colorado Springs,CO
802,Morrisville,NC
803,Hinsdale,NY
804,Dover AFB,DE
805,Millinocket,ME
806,Orange,VA
807,Wantage,NJ
808,Havelock,NC
809,Sheboygan Falls,WI
810,Lewistown,MT
811,Thompson,UT
812,Grand Isle,LA
813,Madera,CA
814,Butler,PA
815,Fairhope,AL
816,Walterboro,SC
817,Belle Fourche,SD
818,New London,NC
819,Oakland,CA
820,Breckenridge,TX
821,Fort Myers,FL
822,Gulfport,MS
823,Conway,SC
824,Rexburg,ID
825,Blue Bell,PA
826,Kremmling,CO
827,Murray,KY
828,East Haven,CT
829,Redwood Falls,MN
830,Clarinda,IA
831,Williams,AZ
832,North Bend,OR
833,Vichy,MO
834,Oroville,CA
835,Lancaster,CA
836,Excelsior Springs,MO
837,Ames,IA
838,Ronkonkoma,NY
839,Cheyenne,WY
840,New River,NC
841,Tyler,TX
842,Hartsville,SC
843,Eugene,OR
844,Rantoul,IL
845,Bowman,ND
846,Manistee,MI
847,Jackson,TN
848,Sugar Grove,IL
849,Fullerton,CA
850,Olathe,KS
851,Hawthorne,CA
852,South Burlington,VT
853,Willmar,MN
854,Cleveland,OH
855,Albany,GA
856,Soda Springs,ID
857,Earlysville,VA
858,Madison,MN
859,Elm City,NC
860,Bentonville,AR
861,Philadelphia,PA
862,Buffalo,NY
863,Syracuse,NY
864,Coldwater,MI
865,Fort Hood,TX
866,Tappahannock,VA
867,Pine River,MN
868,Woodward,OK
869,Tupelo,MS
870,Nellis AFB,NV
871,Gonzales,TX
872,Mount Vernon,OH
873,Eureka,NV
874,Pine Bluff,AR
875,Dunkirk,NY
876,Brookshire,TX
877,Marion,IL
878,Encampment,WY
879,Chesterfield,MO
880,Marshfield,MA
881,Lacon,IL
882,Bainbridge,GA
883,Siloam Springs,AR
884,Easton,MD
885,Lansing,MI
886,Battle Creek,MI
887,Ridgely,MD
888,Camp Douglas,WI
889,Dumas,TX
890,Opa Locka,FL
891,Green River,UT
892,Upton,WY
893,Jackson,MI
894,Ashland,VA
895,Winnsboro,SC
896,Cheraw,SC
897,Salinas,CA
898,Meridian,MS
899,Lawrenceville,GA
900,Oxford,NC
901,Fremont,NE
902,Abbeville,LA
903,Glencoe,MN
904,Immokalee,FL
905,Burns,OR
906,Leesburg,VA
907,Pittsburg,KS
908,Faribault,MN
909,Hibbing,MN
910,Stuttgart,AR
911,Montgomery,AL
912,Caldwell,TX
913,Lynchburg,VA
914,Cherokee,IA
915,Kelso,WA
916,Flora,IL
917,Clarksville,TX
918,Saint Paul,MN
919,Starke,FL
920,Plymouth,MA
921,Palestine,TX
922,Louisville,KY
923,Manning,SC
924,Danville,KY
925,Winter Haven,FL
926,Jefferson City,MO
927,Traverse City,MI
928,Reno,NV
929,Mineral Point,WI
930,Gypsum,CO
931,Jamestown,NY
932,Swanton,OH
933,Ball Ground,GA
934,Marshall,MN
935,Frankfort,KY
936,Mason,MI
937,Wichita,KS
938,Pauls Valley,OK
939,Grass Valley,CA
940,Bonners Ferry,ID
941,Rugby,ND
942,Buford,WY
943,Rochester,NY
944,Chester,CT
945,Saratoga,WY
946,Kenansville,NC
947,Tuscaloosa,AL
948,Brookings,SD
949,Staples,MN
950,Richlands,NC
951,Livingston,MT
952,Edwards,CA
953,Dothan,AL
954,Fort Smith,AR
955,Sterling,CO
956,Aspen,CO
957,Los Angeles,CA
958,Fort Eustis,VA
959,Tarboro,NC
960,Owatonna,MN
961,West Bernalillo,NM
962,Stuart,FL
963,Auburn,IN
964,Marion,OH
965,El Prado,NM
966,Chicago,IL
967,Kinston,NC
968,Windsor,CA
969,Winston Salem,NC
970,Kaycee,WY
971,Kearney,NE
972,Findlay,OH
973,Salina,KS
974,Lebec,CA
975,Enumclaw,WA
976,Mexia,TX
977,Little Falls,MN
978,Tulsa,OK
979,New Orleans,LA
980,Pompano Beach,FL
981,Galesburg,IL
982,Zanesville,OH
983,Dayton,OH
984,Canton,MA
985,Savannah,GA
986,Rural Retreat,VA
987,Waco,TX
988,Hettinger,ND
989,Wheeling,WV
990,Fort Dodge,IA
991,Lemoore,CA
992,Robstown,TX
993,Friday Harbor,WA
994,College Station,TX
995,Clear Lake,IA
996,Olivehurst,CA
997,Newport,NC
998,Wakefield,VA
999,Fort Scott,KS
1000,Topeka,KS
1001,Erlanger,KY
1002,Holdrege,NE
1003,Cando,ND
1004,Tioga township,ND
1005,Daytona Beach,FL
1006,Washington,VA
1007,Perry,IA
1008,Mount Pleasant,IA
1009,Fort Stockton,TX
1010,Pasco,WA
1011,Johnson City,NY
1012,Hagerstown,MD
1013,Mobile,AL
1014,Lees Summit,MO
1015,Independence,KS
1016,Ann Arbor,MI
1017,Marathon,FL
1018,Plattsburgh,NY
1019,El Centro,CA
1020,Shenandoah,IA
1021,Riverside,CA
1022,Rome,GA
1023,Warner Robins,GA
1024,Fort Huachuca,AZ
1025,Columbus,GA
1026,Aransas Pass,TX
1027,Columbia,CA
1028,Falls City,NE
1029,Grove,OK
1030,Socorro,NM
1031,Saint Simons Island,GA
1032,South Saint Paul,MN
1033,Alpena,MI
1034,Hollister,MO
1035,Indian Springs,NV
1036,Lompoc,CA
1037,East Wenatchee,WA
1038,Bayville,NJ
1039,Bloomington,IN
1040,Scott Air Force Base,IL
1041,Elizabethton,TN
1042,Alcoa,TN
1043,Tekamah,NE
1044,North Andover,MA
1045,Paris,IL
1046,Chanute,KS
1047,Dalton,GA
1048,Land O Lakes,WI
1049,Atlantic,IA
1050,Hearne,TX
1051,Wamsutter,WY
1052,Sheldon,IA
1053,Kirksville,MO
1054,Buckhannon,WV
1055,Charleston Afb,SC
1056,Pittsfield,MA
1057,Burnet,TX
1058,Saint Louis,MO
1059,Luray,VA
1060,Dugway,UT
1061,Walla Walla,WA
1062,Emporia,KS
1063,Billings,MT
1064,Madison city,WI
1065,Llano South,TX
1066,Fitchburg,MA
1067,Saguache,CO
1068,La Junta,CO
1069,Midway,AR
1070,Junction,TX
1071,Arlington,VA
1072,Daleville,AL
1073,Hartford,CT
1074,Bedford,PA
1075,Clinton,MO
1076,Rockford,IL
1077,Vicksburg,MS
1078,Roswell,NM
1079,Houghton Lake,MI
1080,Mount Airy,NC
1081,Giddings,TX
1082,Gum Springs,AR
1083,Limon,CO
1084,Kimball,MI
1085,Mount Ida,AR
1086,North Wilkesboro,NC
1087,Bethalto,IL
1088,Glasgow,MT
1089,Waterford,MI
1090,Harrison Township,MI
1091,Johnstown,NE
1092,McChord AFB,WA
1093,Mount Sterling,KY
1094,Langdon,ND
1095,Duncan,OK
1096,Myrtle Beach,SC
1097,Malta,ID
1098,Wauseon,OH
1099,Tallahassee,FL
1100,Coatesville,PA
1101,Tracy,MN
1102,Fairmont,MN
1103,North Little Rock,AR
1104,Waycross,GA
1105,Frederick,MD
1106,Pineville,LA
1107,Hutchinson,MN
1108,Del Rio,TX
1109,Flowood,MS
1110,Lakeville,MN
1111,Kokomo,IN
1112,Trinidad,CO
1113,Bethel,NY
1114,Kissimmee,FL
1115,Newberry,SC
1116,Miami,TX
1117,Angleton,TX
1118,Newton,KS
1119,McClellan,CA
1120,Springboro,OH
1121,Pottstown,PA
1122,Universal City,TX
1123,Cameron,LA
1124,Altus,OK
1125,Westminster,MD
1126,Saint Cloud,MN
1127,Northeast Kittitas,WA
1128,Sheppard Afb,TX
1129,Buffalo,MN
1130,Waterloo,IA
1131,Addison,TX
1132,Kingsville,TX
1133,Gainesville,GA
1134,Hill AFB,UT
1135,Sarasota,FL
1136,Snyder,TX
1137,Camdenton,MO
1138,Decatur,TX
1139,Malmstrom Afb,MT
1140,Roanoke Rapids,NC
1141,Fairfield,IL
1142,Muncie,IN
1143,Meadville,PA
1144,Texico,NM
1145,Rochester,IN
1146,Erie,CO
1147,Egg Harbor Township,NJ
1148,Plant City,FL
1149,Atoka,OK
1150,Glen Ullin,ND
1151,Lake City,FL
1152,Alliance,NE
1153,Smithfield,RI
1154,Auburn,CA
1155,Jackson,MS
1156,Bastrop,LA
1157,Dubuque,IA
1158,Morris,MN
1159,Patrick Afb,FL
1160,Smithville,OH
1161,Mountain Home Afb,ID
1162,Wallops Island,VA
1163,Sanford,ME
1164,North Dinwiddie,VA
1165,Groton,CT
1166,Spencer,MN
1167,Custer,SD
1168,Prescott,AZ
1169,Eveleth,MN
1170,Engelhard,NC
1171,Las Vegas,NV
1172,Durant,OK
1173,Charleston,WV
1174,New Iberia,LA
1175,Fort Riley,KS
1176,Aulander,NC
1177,Alexandria,LA
1178,Marfa,TX
1179,Gunnison,CO
1180,Yakima,WA
1181,Dekalb,IL
1182,Lake George,CO
1183,Massena,NY
1184,Defiance,OH
1185,Albertville,AL
1186,Waupaca,WI
1187,Sumter,SC
1188,Ottumwa,IA
1189,Slidell,LA
1190,Minot,ND
1191,Hillsboro,OR
1192,Washington,GA
1193,Carlsbad,NM
1194,Pittston,PA
1195,Taylorville,IL
1196,Swanton,VT
1197,Terre Haute,IN
1198,Portage,MI
1199,Duluth,MN
1200,Wilmington,OH
1201,Canby,MN
1202,Reeds Spring,MO
1203,Manitowish Waters,WI
1204,Millington,TN
1205,Salt Flat,TX
1206,Lexington,KY
1207,Bemidji,MN
1208,Allentown,PA
1209,De Pere,WI
1210,District 1 St. Inigoes,MD
1211,Reynoldsville,PA
1212,San Francisco,CA
1213,Fairfield,OH
1214,Offutt AFB,NE
1215,Cleburne,TX
1216,Fayetteville,AR
1217,Savanna,IL
1218,Danbury,CT
1219,Galveston,TX
1220,Fulton,NY
1221,Rochelle,IL
1222,Union City,TN
1223,Princeton,MN
1224,West Paducah,KY
1225,Grand Rapids,MN
1226,Rogers,AR
1227,Weatherford,OK
1228,Lewiston,ID
1229,Vandalia,OH
1230,Fletcher,NC
1231,West Lafayette,IN
1232,North Dansville,NY
1233,Boone,IA
1234,Cleveland,TN
1235,Winchester,TN
1236,Compton,MN
1237,Galliano,LA
1238,Freeport,IL
1239,Pitkin,LA
1240,Pella,IA
1241,Truckee,CA
1242,Granite Falls,MN
1243,El Reno,OK
1244,Wolf Creek,OR
1245,Midland,MI
1246,Renton,WA
1247,Haleyville,AL
1248,Lyon,MS
1249,Montague,CA
1250,Cloyd,VA
1251,Iowa Falls,IA
1252,Cherryvale,KS
1253,Greensboro,GA
1254,York,NE
1255,Saint Petersburg,FL
1256,Frisco,NC
1257,Hebron,NE
1258,Beaufort,NC
1259,Nucla,CO
1260,Bend,OR
1261,Grinnell,IA
1262,Hannibal,MO
1263,Klamath Falls,OR
1264,Usaf Academy,CO
